1,0,2,flickr
48_1206_2.jpeg,25.037296295166016,1206,0
995_30781_4.jpeg,23.693490982055664,30781,0
186_5947_1.jpeg,28.058032989501953,5947,0
211_6661_5.jpeg,27.38668441772461,6661,0
544_17045_2.jpeg,25.031023025512695,17045,0
754_23006_0.jpeg,21.94831657409668,23006,0
60_1594_5.jpeg,18.87516212463379,1594,0
3456488632.jpg,35.102684020996094,13837,1
811_24829_5.jpeg,21.151201248168945,24829,0
111_3087_2.jpeg,24.34543228149414,3087,0
576_17750_0.jpeg,23.166786193847656,17750,0
208_6532_0.jpeg,21.27544403076172,6532,0
708_22078_0.jpeg,24.08024787902832,22078,0
74_2103_1.jpeg,22.89139747619629,2103,0
254_8267_0.jpeg,21.785358428955078,8267,0
3688797852.jpg,39.16494369506836,15774,1
356_11086_2.jpeg,27.71478271484375,11086,0
45_1117_0.jpeg,16.457677841186523,1117,0
2391094555.jpg,39.89326477050781,5327,1
417_12949_2.jpeg,19.370988845825195,12949,0
873_26697_5.jpeg,19.788105010986328,26697,0
566_17630_0.jpeg,20.882692337036133,17630,0
462_14558_0.jpeg,27.297639846801758,14558,0
230486268.jpg,34.90988540649414,4686,1
289_9074_4.jpeg,22.413814544677734,9074,0
458_14453_0.jpeg,26.110206604003906,14453,0
722_22341_1.jpeg,16.36579704284668,22341,0
77_2124_0.jpeg,22.51081657409668,2124,0
6918264972.jpg,33.4017219543457,28662,1
975_30105_0.jpeg,22.65100860595703,30105,0
693_21510_2.jpeg,17.67249870300293,21510,0
996_30843_0.jpeg,28.380762100219727,30843,0
864_26440_2.jpeg,23.629308700561523,26440,0
298_9323_5.jpeg,19.522287368774414,9323,0
669_20682_0.jpeg,20.366926193237305,20682,0
55_1390_0.jpeg,25.20503044128418,1390,0
735_22651_2.jpeg,23.33133316040039,22651,0
937_28893_5.jpeg,23.783363342285156,28893,0
611_19005_5.jpeg,25.170063018798828,19005,0
713_22163_2.jpeg,25.411046981811523,22163,0
907_28026_0.jpeg,26.80722999572754,28026,0
179_5763_4.jpeg,25.515579223632812,5763,0
813_24846_5.jpeg,22.563888549804688,24846,0
742_22835_2.jpeg,27.333789825439453,22835,0
5489602545.jpg,33.06696701049805,26366,1
621_19277_1.jpeg,19.392637252807617,19277,0
4709819574.jpg,32.962223052978516,21799,1
123_3539_5.jpeg,23.780780792236328,3539,0
212396217.jpg,35.09367370605469,3500,1
546_17071_4.jpeg,20.619247436523438,17071,0
143_4452_1.jpeg,21.36292839050293,4452,0
310_9598_2.jpeg,25.15882110595703,9598,0
463_14570_0.jpeg,25.880756378173828,14570,0
520_16347_1.jpeg,20.190412521362305,16347,0
616564448.jpg,36.89516067504883,27495,1
278_8870_2.jpeg,28.860105514526367,8870,0
776_23686_4.jpeg,19.306047439575195,23686,0
766_23240_5.jpeg,20.893659591674805,23240,0
36_887_5.jpeg,25.3548526763916,887,0
210_6645_0.jpeg,21.62329864501953,6645,0
206_6376_1.jpeg,30.355548858642578,6376,0
4931839897.jpg,35.07378387451172,24535,1
4139974800.jpg,35.00861740112305,17903,1
770_23346_0.jpeg,15.788423538208008,23346,0
423_13197_1.jpeg,24.291921615600586,13197,0
2268207503.jpg,32.859004974365234,4402,1
3023339840.jpg,23.5435733795166,10242,1
659_20302_4.jpeg,28.977163314819336,20302,0
787_23986_5.jpeg,19.85938262939453,23986,0
852_26133_0.jpeg,23.646438598632812,26133,0
3495349745.jpg,30.97834587097168,14164,1
377_11890_0.jpeg,23.808734893798828,11890,0
2497343616.jpg,29.098751068115234,6192,1
291_9223_2.jpeg,27.441679000854492,9223,0
113_3109_5.jpeg,17.888547897338867,3109,0
120_3459_5.jpeg,21.219268798828125,3459,0
616_19122_2.jpeg,22.298004150390625,19122,0
58_1480_0.jpeg,24.48369026184082,1480,0
459_14479_1.jpeg,25.896207809448242,14479,0
1_34_4.jpeg,18.77996826171875,34,0
255_8274_5.jpeg,22.19196319580078,8274,0
861_26407_2.jpeg,26.031261444091797,26407,0
651_20071_1.jpeg,24.110076904296875,20071,0
625_19373_5.jpeg,20.54448127746582,19373,0
287_9058_0.jpeg,27.40314483642578,9058,0
905_27988_2.jpeg,27.432052612304688,27988,0
2438754748.jpg,30.96323013305664,5743,1
589_18061_1.jpeg,17.08757781982422,18061,0
956_29364_0.jpeg,23.050050735473633,29364,0
